Filter Name,Raw Logic,Eliminated Count,Rank,Reason,Eliminated Count (Rechecked),Status,EliminatedCount,FilterName,Type,Logic,Action,Eliminations
"Seed contains 4,6,7 → eliminate odd combos","4,6,7",0.0,,,0.0,Active,0.0,eliminate_odd_467,Triplet,set('467').issubset(seed) and int(combo) % 2 == 1,Eliminate odd combos,0
"Seed contains 1,3,6 → eliminate odd combos","1,3,6",0.0,,,0.0,Active,0.0,eliminate_odd_136,Triplet,set('136').issubset(seed) and int(combo) % 2 == 1,Eliminate odd combos,0
"Seed contains 2,8,9 → eliminate odd combos","2,8,9",0.0,,,0.0,Active,0.0,eliminate_odd_289,Triplet,set('289').issubset(seed) and int(combo) % 2 == 1,Eliminate odd combos,0
"Seed contains 1, 2, 3, 5 → eliminate even combos","1, 2, 3, 5",0.0,,,0.0,Active,0.0,eliminate_even_1235,Quad,set('1235').issubset(seed) and int(combo) % 2 == 0,Eliminate even combos,0
"Seed contains 2, 3, 5, 8 → eliminate even combos","2, 3, 5, 8",0.0,,,0.0,Active,0.0,eliminate_even_2358,Quad,set('2358').issubset(seed) and int(combo) % 2 == 0,Eliminate even combos,0
"Seed contains 0, 2, 4, 7 → eliminate even combos","0, 2, 4, 7",0.0,,,0.0,Active,0.0,eliminate_even_0247,Quad,set('0247').issubset(seed) and int(combo) % 2 == 0,Eliminate even combos,0
"Seed contains 0, 2, 3, 7 → eliminate even combos","0, 2, 3, 7",0.0,,,0.0,Active,0.0,eliminate_even_0237,Quad,set('0237').issubset(seed) and int(combo) % 2 == 0,Eliminate even combos,0
"Seed contains 1, 3, 5, 8 → eliminate even combos","1, 3, 5, 8",0.0,,,0.0,Active,0.0,eliminate_even_1358,Quad,set('1358').issubset(seed) and int(combo) % 2 == 0,Eliminate even combos,0
"Seed contains 1, 2, 5, 8 → eliminate even combos","1, 2, 5, 8",0.0,,,0.0,Active,0.0,eliminate_even_1258,Quad,set('1258').issubset(seed) and int(combo) % 2 == 0,Eliminate even combos,0
"Seed contains 2, 3, 6, 8 → eliminate even combos","2, 3, 6, 8",0.0,,,0.0,Active,0.0,eliminate_even_2368,Quad,set('2368').issubset(seed) and int(combo) % 2 == 0,Eliminate even combos,0
"Seed contains 1, 4, 6, 8 → eliminate even combos","1, 4, 6, 8",0.0,,,0.0,Active,0.0,eliminate_even_1468,Quad,set('1468').issubset(seed) and int(combo) % 2 == 0,Eliminate even combos,0
"Seed contains 1, 3, 4, 7 → eliminate even combos","1, 3, 4, 7",0.0,,,0.0,Active,0.0,eliminate_even_1347,Quad,set('1347').issubset(seed) and int(combo) % 2 == 0,Eliminate even combos,0
"Seed contains 0, 2, 4, 6 → eliminate even combos","0, 2, 4, 6",0.0,,,0.0,Active,0.0,eliminate_even_0246,Quad,set('0246').issubset(seed) and int(combo) % 2 == 0,Eliminate even combos,0
"Seed contains 3, 5, 8, 9 → eliminate even combos","3, 5, 8, 9",0.0,,,0.0,Active,0.0,eliminate_even_3589,Quad,set('3589').issubset(seed) and int(combo) % 2 == 0,Eliminate even combos,0
"Seed contains 0, 1, 4, 6 → eliminate even combos","0, 1, 4, 6",0.0,,,0.0,Active,0.0,eliminate_even_0146,Quad,set('0146').issubset(seed) and int(combo) % 2 == 0,Eliminate even combos,0
"Row 8: Seed contains 1,2,6 → eliminate odd combos","1,2,6",0.0,,,0.0,Active,0.0,eliminate_odd_126,Triplet,set('126').issubset(seed) and int(combo) % 2 == 1,Eliminate odd combos,0
"Seed contains 0, 3, 6, 8 → eliminate even combos","0, 3, 6, 8",0.0,,,0.0,Active,0.0,eliminate_even_0368,Quad,set('0368').issubset(seed) and int(combo) % 2 == 0,Eliminate even combos,0
"Row 9: Seed contains 4,5,7 → eliminate odd combos","4,5,7",0.0,,,0.0,Active,0.0,eliminate_odd_457,Triplet,set('457').issubset(seed) and int(combo) % 2 == 1,Eliminate odd combos,0
"Row 11: Seed contains 3,6,9 → eliminate odd combos","3,6,9",0.0,,,0.0,Active,0.0,eliminate_odd_369,Triplet,set('369').issubset(seed) and int(combo) % 2 == 1,Eliminate odd combos,0
"Row 54: Seed contains 1,3,4,7 → eliminate combos with odd sums","1,3,4,7",0.0,,,0.0,Active,0.0,eliminate_odd_sum_1347,Quad,set('1347').issubset(seed) and sum(int(d) for d in combo) % 2 == 1,Eliminate combos with odd sums,0
"Row 53: Seed contains 1,3,5,7 → eliminate combos with odd sums","1,3,5,7",0.0,,,0.0,Active,0.0,eliminate_odd_sum_1357,Quad,set('1357').issubset(seed) and sum(int(d) for d in combo) % 2 == 1,Eliminate combos with odd sums,0
"Row 52: Seed contains 0,7,8,9 → eliminate combos with odd sums","0,7,8,9",0.0,,,0.0,Active,0.0,eliminate_odd_sum_0789,Quad,set('0789').issubset(seed) and sum(int(d) for d in combo) % 2 == 1,Eliminate combos with odd sums,0
"Row 51: Seed contains 1,3,5,6 → eliminate combos with odd sums","1,3,5,6",0.0,,,0.0,Active,0.0,eliminate_odd_sum_1356,Quad,set('1356').issubset(seed) and sum(int(d) for d in combo) % 2 == 1,Eliminate combos with odd sums,0
"Row 50: Seed contains 1,3,4,6 → eliminate combos with odd sums","1,3,4,6",0.0,,,0.0,Active,0.0,eliminate_odd_sum_1346,Quad,set('1346').issubset(seed) and sum(int(d) for d in combo) % 2 == 1,Eliminate combos with odd sums,0
"Row 49: Seed contains 2,4,5,6 → eliminate combos with odd sums","2,4,5,6",0.0,,,0.0,Active,0.0,eliminate_odd_sum_2456,Quad,set('2456').issubset(seed) and sum(int(d) for d in combo) % 2 == 1,Eliminate combos with odd sums,0
"Row 48: Seed contains 1,2,6,8 → eliminate combos with odd sums","1,2,6,8",0.0,,,0.0,Active,0.0,eliminate_odd_sum_1268,Quad,set('1268').issubset(seed) and sum(int(d) for d in combo) % 2 == 1,Eliminate combos with odd sums,0
"Row 120: Seed contains 0,1,8 → eliminate even combos","0,1,8",0.0,,,0.0,Active,0.0,eliminate_even_018,Triplet,set('018').issubset(seed) and int(combo) % 2 == 0,Eliminate even combos,0
"Row 119: Seed contains 0,5,8 → eliminate even combos","0,5,8",0.0,,,0.0,Active,0.0,eliminate_even_058,Triplet,set('058').issubset(seed) and int(combo) % 2 == 0,Eliminate even combos,0
"Row 118: Seed contains 0,1,4 → eliminate even combos","0,1,4",0.0,,,0.0,Active,0.0,eliminate_even_014,Triplet,set('014').issubset(seed) and int(combo) % 2 == 0,Eliminate even combos,0
"Row 117: Seed contains 0,1,2 → eliminate even combos","0,1,2",0.0,,,0.0,Active,0.0,eliminate_even_012,Triplet,set('012').issubset(seed) and int(combo) % 2 == 0,Eliminate even combos,0
"Row 116: Seed contains 0,8,9 → eliminate even combos","0,8,9",0.0,,,0.0,Active,0.0,eliminate_even_089,Triplet,set('089').issubset(seed) and int(combo) % 2 == 0,Eliminate even combos,0
"Row 115: Seed contains 0,4,8 → eliminate even combos","0,4,8",0.0,,,0.0,Active,0.0,eliminate_even_048,Triplet,set('048').issubset(seed) and int(combo) % 2 == 0,Eliminate even combos,0
"Row 114: Seed contains 1,2,5 → eliminate even combos","1,2,5",0.0,,,0.0,Active,0.0,eliminate_even_125,Triplet,set('125').issubset(seed) and int(combo) % 2 == 0,Eliminate even combos,0
"Row 113: Seed contains 4,5,8 → eliminate even combos","4,5,8",0.0,,,0.0,Active,0.0,eliminate_even_458,Triplet,set('458').issubset(seed) and int(combo) % 2 == 0,Eliminate even combos,0
"Row 112: Seed contains 1,7,8 → eliminate even combos","1,7,8",0.0,,,0.0,Active,0.0,eliminate_even_178,Triplet,set('178').issubset(seed) and int(combo) % 2 == 0,Eliminate even combos,0
"Row 111: Seed contains 2,7,8 → eliminate even combos","2,7,8",0.0,,,0.0,Active,0.0,eliminate_even_278,Triplet,set('278').issubset(seed) and int(combo) % 2 == 0,Eliminate even combos,0
"Row 110: Seed contains 2,3,5 → eliminate even combos","2,3,5",0.0,,,0.0,Active,0.0,eliminate_even_235,Triplet,set('235').issubset(seed) and int(combo) % 2 == 0,Eliminate even combos,0
"Row 109: Seed contains 1,2,9 → eliminate even combos","1,2,9",0.0,,,0.0,Active,0.0,eliminate_even_129,Triplet,set('129').issubset(seed) and int(combo) % 2 == 0,Eliminate even combos,0
"Row 10: Seed contains 4,5,6 → eliminate odd combos","4,5,6",0.0,,,0.0,Active,0.0,eliminate_odd_456,Triplet,set('456').issubset(seed) and int(combo) % 2 == 1,Eliminate odd combos,0
"Row 161: Seed contains 1,2,5,9 → eliminate combos with even sums","1,2,5,9",0.0,,,0.0,Active,0.0,eliminate_even_sum_1259,Quad,set('1259').issubset(seed) and sum(int(d) for d in combo) % 2 == 0,Eliminate combos with even sums,0
"if seed sum end digit is 3 and combo digit sum end digit is 1, eliminate combo  ","if seed sum end digit is 3 and combo digit sum end digit is 1, eliminate combo  ",1.0,114,,0.0,Skipped - Unrecognized Logic,1.0,,,,,0
"if combo has ≥5 shared digits with seed and combo digit sum < 22, eliminate combo","if combo has ≥5 shared digits with seed and combo digit sum < 22, eliminate combo",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,0.0,,,,,0
sum category transition filter - low to mid.,eliminate if seed sum is 16-24 and combo digit sum is 25-33,0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
sum category transition filter - mid to very low.,eliminate if seed sum is 25-33 and combo digit sum is 0-15,0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
Prime Digits ≥4,"Eliminate combos with ≥4 prime digits (2,3,5,7)",0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
"prime digit filter - eliminates combos with >=2 prime digits (2,3,5,7).","eliminate combos with >=2 prime digits (2,3,5,7).",244.0,127,,0.0,Skipped - Unrecognized Logic,,,,,,0
no 2-digit internal mirror pairs - eliminates combos with digit and its mirror.,eliminate combos which include a digit as well as thst digit's mirror,0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
"double-double filter - exactly 3 digits: two twice, one once.","eliminate combos containing  exactly 3 digits: two twice, one once.",0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
triple filter - 3 digits identical.,eliminate combos in which 3 digits are identical,0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
quad filter - 4 digits identical.,eliminate combos which contain 4 identical digits,0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
mirror sum = combo sum - eliminates combos whose digit sum matches seed mirror sum.,eliinate combo if combo digit sum = seed sum mirror,0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
Due Digit Trap,Requires at least 1 due digit from due digits; eliminate if combo contains no due digits,0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
 seed first digit vs sum last digit,eliminate combo if combo digit sum = seedsum first digit,0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
eliminate if seed contains both '0' and '7' and sum < 8 or > 28,eliminate if seed contains both '0' and '7' and sum < 8 or > 28,0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
eliminate if seed contains both '0' and '6' and sum < 8 or > 29,eliminate if seed contains both '0' and '6' and sum < 8 or > 29,0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
eliminate if seed contains both '0' and '5' and sum < 10 or > 30,eliminate if seed contains both '0' and '5' and sum < 10 or > 30,0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
eliminate if seed contains '00' and sum < 11 or > 33,eliminate if seed contains '00' and sum < 11 or > 33,0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
seed digit exclusion 29,Eliminate if seed contains 1 and winner contains neither 4 nor 2,0.0,1,,0.0,Skipped - Unrecognized Logic,59.0,,,,,0
seed digit exclusion 28,"Eliminate if seed contains 5 and winner contains neither 2, 3, nor 1",0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
seed digit exclusion 27,Eliminate if seed contains 6 and winner contains neither 3 nor 4,0.0,1,,0.0,Skipped - Unrecognized Logic,56.0,,,,,0
cold digit trap - requires at least 1 digit from the coldest digits.,eliminate combo if no digit = 1 digit from cold digits,185.0,126,,0.0,Skipped - Unrecognized Logic,,,,,,0
mirror count = 0 - eliminate combos that do not contain any mirror digit from the seed.,eliminate combo if combo does not contain the mirror of any digts in the seeed,0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
combo contains last digit of mirror sum - manual filter.,"if any digit in the combo is =seed sum last digit mirror, eliminate mirror",0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
"seed contains 0 -> winner must contain 1, 2, or 3.","if any digit in the seed is  0 and combo does not contain either 1, 2, or 3, eliminate combo",0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
all low digits (0-3) - eliminates if all 5 digits are from 0 to 3.,eliminate combos if all five digits are >/=3,0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
high-end digit limit - eliminates if 2 or more digits >= 8.,eliminate combo if combo contains 2 or more digits >/= 8,0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
digit spread < 4 - eliminates combos with low spread between digits.,eliminate combo if combo digit spread is <4,0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
seed contains 07 and sum <8 or >28.,eliminate combo if seed contains 0 and 7 in any order and combo digit sum is <8 or >28,0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
seed contains 06 and sum <8 or >29.,eliminate combo if seed contains 0 and 6  in any order and  combo digit sum is <8 or >29,0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
sum > 40 - eliminates combos where digit sum is over 40.,"if combo digit sum is >40, eliminate combo",0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
seed contains 05 and sum <10 or >30.,"if seed contains 0 and 5 in any order and combo digit sum is <10 or >30, eliminate combo",0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
seed contains 04 and sum <10 or >29.,"if seed contains 0 and 4 in any order and combo digit sum is <10 or >29, eliminate combo",0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
seed contains 03 and sum <13 or >35.,"if seed contains 0 and 3 in any order and combo digit sum is <13 and >35, eliminate combo",0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
seed contains 02 and sum <7 or >26.,"if seed contains 0 and 2 in any order and combo sum is <7 or >26, eliminate combo",0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
seed contains 00 and sum <11 or >33.,"if seed contains 00 and combo digit sum is <11 or >33, eliminte combo",0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
repeating digit filter (3+ shared & sum < 25) - for singles only.,"if combo is a single ( 5 unique digits), is <25 and shares >/=3 digits with seed, eliminate combo",0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
v-trac: none of seed v-tracs present - eliminates if no seed v-tracs in combo.,eliminate combo if none of the v-trac groups from the seed is present in the combo,0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
v-trac: all seed v-tracs present - eliminates if all v-trac groups from seed are in combo.,eliminate combo if all v-trac groups from seed are in combo.,0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
v-trac: all 5 groups present - eliminates if all 5 v-trac groups used.,"If each of the 5 digits in the combo is from a different v trac group, 5 different v-trac groups in combo, eliminate combo",0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
v-trac: only 2 groups present - eliminates if only 2 v-trac groups used.,"if all five combo digits represent </=2 v-trac groups, eliminate combo",0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
v-trac: all digits same group - eliminates if all digits share the same v-trac group.,"if all digits in combo share a single v-trac group, eliminate combo",0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
seed contains 2 -> winner must contain 4 or 5.,"if any digit in the seed is 2 and combo does not contain either 4 nor 5, eliminate combo",0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
"seed contains 1 -> winner must contain 2, 3, or 4.","if any digit in the seed is 1 and combo does not contain either 2, 3, or 4, eliminate combo",0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
seed digit exclusion 26,"Eliminate if seed contains 8 and winner contains neither 1, 3, nor 2",0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
seed digit exclusion 25,Eliminate if seed contains 7 and winner contains neither 2 nor 1,0.0,1,,0.0,Skipped - Unrecognized Logic,60.0,,,,,0
seed digit exclusion 24,Eliminate if seed contains 4 and winner contains neither 5 nor 6,0.0,1,,0.0,Skipped - Unrecognized Logic,45.0,,,,,0
seed digit exclusion 23,"Eliminate if seed contains 9 and winner contains neither 3, 5, nor 1",0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
sum = 37,Eliminate if the digit sum of the combination equals 37 unless seed >/=30,0.0,1,,0.0,Skipped - Unrecognized Logic,2.0,,,,,0
sum = 10,Eliminate if the digit sum of the combination equals 10.,0.0,1,,0.0,Skipped - Unrecognized Logic,3.0,,,,,0
sum = 39,Eliminate if the digit sum of the combination equals 39 unless seed >/=30,0.0,1,,0.0,Skipped - Unrecognized Logic,2.0,,,,,0
sum = 40,Eliminate if the digit sum of the combination equals 40 unless seed >/=30,0.0,1,,0.0,Skipped - Unrecognized Logic,1.0,,,,,0
sum = 38,Eliminate if the digit sum of the combination equals 38 unless seed >/=30,0.0,1,,0.0,Skipped - Unrecognized Logic,1.0,,,,,0
sum = 9,Eliminate if the digit sum of the combination equals 9.,0.0,1,,0.0,Skipped - Unrecognized Logic,1.0,,,,,0
sum = 8,Eliminate if the digit sum of the combination equals 8.,0.0,1,,0.0,Skipped - Unrecognized Logic,1.0,,,,,0
sum = 7,Eliminate if the digit sum of the combination equals 7.,0.0,1,,0.0,Skipped - Unrecognized Logic,1.0,,,,,0
sum = 6,Eliminate if the digit sum of the combination equals 6.,0.0,1,,0.0,Skipped - Unrecognized Logic,1.0,,,,,0
sum = 36,Eliminate if the digit sum of the combination equals 36 unless seed >/=30,0.0,1,,0.0,Skipped - Unrecognized Logic,0.0,,,,,0
sum = 45,Eliminate if the digit sum of the combination equals 45 unless seed >/=30,0.0,1,,0.0,Skipped - Unrecognized Logic,0.0,,,,,0
sum = 44,Eliminate if the digit sum of the combination equals 44 unless seed >/=30,0.0,1,,0.0,Skipped - Unrecognized Logic,0.0,,,,,0
sum = 43,Eliminate if the digit sum of the combination equals 43 unless seed >/=30,0.0,1,,0.0,Skipped - Unrecognized Logic,0.0,,,,,0
sum = 42,Eliminate if the digit sum of the combination equals 42 unless seed >/=30,0.0,1,,0.0,Skipped - Unrecognized Logic,0.0,,,,,0
sum = 41,Eliminate if the digit sum of the combination equals 41 unless seed >/=30,0.0,1,,0.0,Skipped - Unrecognized Logic,0.0,,,,,0
sum = 5,Eliminate if the digit sum of the combination equals 5.,0.0,1,,0.0,Skipped - Unrecognized Logic,0.0,,,,,0
sum = 4,Eliminate if the digit sum of the combination equals 4.,0.0,1,,0.0,Skipped - Unrecognized Logic,0.0,,,,,0
sum = 3,Eliminate if the digit sum of the combination equals 3.,0.0,1,,0.0,Skipped - Unrecognized Logic,0.0,,,,,0
sum = 2,Eliminate if the digit sum of the combination equals 2.,0.0,1,,0.0,Skipped - Unrecognized Logic,0.0,,,,,0
sum = 34,Eliminate if the digit sum of the combination equals 34 unless seed >/=30,0.0,1,,0.0,Skipped - Unrecognized Logic,2.0,,,,,0
consecutive digits >= 4 - eliminates clusters of consecutive digits.,"eliminate combos with </=4 digits which follow one another in consecutive numerical order, despite how they are ordered in combo",0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
seed digit exclusion 1,Action: Eliminate if seed contains 2 and winner contains neither 5 nor 4.,0.0,1,,0.0,Skipped - Unrecognized Logic,40.0,,,,,0
"if seed sum =16, and combo digit sum is <12 and >20, eliminate combo","if seed sum =16, a combo digit sum is <12 and >20, eliminate combo",0.0,1,,0.0,Skipped - Unrecognized Logic,6.0,,,,,0
seed digit exclusion 22,Eliminate if seed contains 3 and winner contains neither 5 nor 4,0.0,1,,0.0,Skipped - Unrecognized Logic,55.0,,,,,0
seed digit exclusion 21,"Eliminate if seed contains 0 and winner contains neither 1, 2, nor 3",0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
seed digit exclusion 20,"Eliminate if seed contains 1 and winner contains neither 2, 3, nor 4",0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
seed digit exclusion 19,Eliminate if seed contains 2 and winner contains neither 5 nor 4,0.0,1,,0.0,Skipped - Unrecognized Logic,40.0,,,,,0
seed sum range 18,Keep only combinations where the digit sum is between 20 and 28 (inclusive) if the seed sum is 26 or higher.,0.0,1,,0.0,Skipped - Unrecognized Logic,8.0,,,,,0
seed sum range 17,Keep only combinations where the digit sum is between 19 and 25 (inclusive) if the seed sum is 17,0.0,1,,0.0,Skipped - Unrecognized Logic,13.0,,,,,0
seed sum range 16,Keep only combinations where the digit sum is between 16 and 25 (inclusive) if the seed sum is between 22 and 23,0.0,1,,0.0,Skipped - Unrecognized Logic,19.0,,,,,0
seed sum range 15,Keep only combinations where the digit sum is between 14 and 24 (inclusive) if the seed sum is between 19 and 21,0.0,1,,0.0,Skipped - Unrecognized Logic,33.0,,,,,0
seed sum range 14,Keep only combinations where the digit sum is between 14 and 22 (inclusive) if the seed sum is between 13 and 15,0.0,1,,0.0,Skipped - Unrecognized Logic,14.0,,,,,0
seed sum range 13,Keep only combinations where the digit sum is between 12 and 25 (inclusive) if the seed sum is  12,0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
seed sum range 12,Keep only combinations where the digit sum is between 12 and 20 (inclusive) if the seed sum is 16.,0.0,1,,0.0,Skipped - Unrecognized Logic,6.0,,,,,0
seed sum range 11,Keep only combinations where the digit sum is between 11 and 26 (inclusive) if the seed sum is 17 or 18.,0.0,1,,0.0,Skipped - Unrecognized Logic,5.0,,,,,0
"If digit 2 appears in the seed, then the combomust contain either digit 5 or digit 4 or else , eliminate comboIf digit 2 appears in the seed, then the combomust contain either digit 5 or digit 4 or else , eliminate combo","If digit 2 appears in the seed, then the combomust contain either digit 5 or digit 4 or else , eliminate combo",40.0,125,,0.0,Skipped - Unrecognized Logic,,,,,,0
"if seed sum is >/=26 and combo digit sum is <20 or >28, eliminate combo","if seed sum is >/=26 and combo digit sum is <20 or >28, eliminate combo",0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
" If seed sum is 24–25 and combo digit sum is <19 or >25, eliminate combo."," If seed sum is 24–25 and combo digit sum is <19 or >25, eliminate combo.",0.0,1,,0.0,Skipped - Unrecognized Logic,20.0,,,,,0
"if seed sum = 22or 23 and combo digit sum is <16 or >25, eliminate  combo",Eliminate if sum <16 or >25,0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
"if seed sum = 19, 20 or 21 and combo digit sum is <14 or >24, eliminate combo","if seed sum = 19, 20 or 21 and combo digit sum is <14 or >24, eliminate combo",0.0,1,,0.0,Skipped - Unrecognized Logic,9.0,,,,,0
"if seed sum =13, 14 or 15 and combo digit sum is <14 and >22, eliminate combo","if seed sum =13, 14 or 15 and combo digit sum is <14 and >22, eliminate combo",0.0,1,,0.0,Skipped - Unrecognized Logic,4.0,,,,,0
"if seed sum is </= 12 and combo digit sum <12 or >25, eliminate combo","if seed sum is </= 12 and combo digit sum <12 or >25, eliminate combo",0.0,1,,11.0,Retested,,,,,,0
"if seed sum =17 or =18 and combo digit sum is <11 or >26, eliminate combo","if seed sum =17or seed sum =18 and combo digit sum is <11 or >26, eliminate combo",0.0,1,,0.0,Skipped - Unrecognized Logic,12.0,,,,,0
"if seed sum end digit is 2 and combo digit sum end digit is 0, eliminate combo","if seed sum end digit is 2 and combo digit sum end digit is 0, eliminate combo",1.0,114,,0.0,Skipped - Unrecognized Logic,1.0,,,,,0
seed sum = 13-15,"if seed sum is between 13 and 15 and combo digit sum is <14 and >22, eliminate combo",0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
seed sum = 17-18,"if seed sum =17-18 and combo digit sum is <11 or >26, eliminate combo",0.0,1,,0.0,Skipped - Unrecognized Logic,5.0,,,,,0
"if combo has ≥4 shared digits with seed and combo digit sum < 34, eliminate combo  ","if combo has ≥4 shared digits with seed and combo digit sum < 34, eliminate combo  ",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,6.0,,,,,0
"if combo has ≥4 shared digits with seed and combo digit sum < 33, eliminate combo  ","if combo has ≥4 shared digits with seed and combo digit sum < 33, eliminate combo  ",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,6.0,,,,,0
"if combo has ≥4 shared digits with seed and combo digit sum < 32, eliminate combo  ","if combo has ≥4 shared digits with seed and combo digit sum < 32, eliminate combo  ",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,6.0,,,,,0
"if combo has ≥4 shared digits with seed and combo digit sum < 31, eliminate combo  ","if combo has ≥4 shared digits with seed and combo digit sum < 31, eliminate combo  ",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,6.0,,,,,0
"if combo has ≥4 shared digits with seed and combo digit sum < 30, eliminate combo  ","if combo has ≥4 shared digits with seed and combo digit sum < 30, eliminate combo  ",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,6.0,,,,,0
"if combo has ≥4 shared digits with seed and combo digit sum < 29, eliminate combo  ","if combo has ≥4 shared digits with seed and combo digit sum < 29, eliminate combo  ",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,6.0,,,,,0
"if combo has ≥4 shared digits with seed and combo digit sum < 28, eliminate combo  ","if combo has ≥4 shared digits with seed and combo digit sum < 28, eliminate combo  ",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,5.0,,,,,0
"if combo has ≥4 shared digits with seed and combo digit sum < 27, eliminate combo  ","if combo has ≥4 shared digits with seed and combo digit sum < 27, eliminate combo  ",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,5.0,,,,,0
"if combo has ≥4 shared digits with seed and combo digit sum < 35, eliminate combo  ","if combo has ≥4 shared digits with seed and combo digit sum < 35, eliminate combo  ",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,6.0,,,,,0
"if combo has ≥4 shared digits with seed and combo digit sum < 26, eliminate combo  ","if combo has ≥4 shared digits with seed and combo digit sum < 26, eliminate combo  ",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,4.0,,,,,0
"if combo has ≥4 shared digits with seed and combo digit sum < 24, eliminate combo  ","if combo has ≥4 shared digits with seed and combo digit sum < 24, eliminate combo  ",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,3.0,,,,,0
"if combo has ≥4 shared digits with seed and combo digit sum < 22, eliminate combo  ","if combo has ≥4 shared digits with seed and combo digit sum < 22, eliminate combo  ",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,3.0,,,,,0
"if combo has ≥4 shared digits with seed and combo digit sum < 21, eliminate combo  ","if combo has ≥4 shared digits with seed and combo digit sum < 21, eliminate combo  ",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,3.0,,,,,0
"if combo has ≥4 shared digits with seed and combo digit sum < 20, eliminate combo  ","if combo has ≥4 shared digits with seed and combo digit sum < 20, eliminate combo  ",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,1.0,,,,,0
"if combo has ≥4 shared digits with seed and combo digit sum < 19, eliminate combo  ","if combo has ≥4 shared digits with seed and combo digit sum < 19, eliminate combo  ",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,1.0,,,,,0
"if combo has ≥4 shared digits with seed and combo digit sum < 18, eliminate combo  ","if combo has ≥4 shared digits with seed and combo digit sum < 18, eliminate combo  ",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,0.0,,,,,0
